OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8790105,5.426513671875,8.26928354972376,4562,Cantinho da Estrela,ALVARO RIBEIRO DA SILVA,ALVARO RIBEIRO DA SILVA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2020/07/30 00:00:00+00,2025/07/30 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,margarida@gate21.pt,Rua do Comércio Tourais,6270-586,Tourais,"40,4711944788073 ; -7,7509771148161",Fiavel,União das freguesias de Tourais e Lajes,Seia,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4562
8790106,3251.19702148438,262.560309049805,4564,LBV House Hotel,LUIS FILIPE FERREIRA - ACTIVIDADES HOTELEIRAS UNI,LUIS FILIPE FERREIRA - ACTIVIDADES HOTELEIRAS UNI,Hotel,3,11,22,10,1,0,0,0,NaoIntegra,,Não,Sim,30,Não,"Piscina; Restaurante; Loja de vinhos; Jacuzzi",13,Sim,2020/03/31 00:00:00+00,2025/03/31 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.lbvhousehotel.com,info@lbvhousehotel.com,Rua da Galeira,5085-100,Vale de Mendiz,"41,1943815457027 ; -7,5460910546745",Fiavel,Pinhão,Alijó,Vila Real,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Limite POAAP - Régua e Carrapatelo,Alto Douro Vinhateiro,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2020/04/01 18:37:37+00,Sim,4564
8790107,5.52685546875,8.3461134223422,4567,Vald'arêgos :: Douro - Turismo Rural,CARLOS ALBERTO DIOGO DA SILVA,CARLOS ALBERTO DIOGO DA SILVA,CasaDeCampo,0,6,12,3,3,0,0,0,NaoIntegra,,Não,Sim,25,Não, ,2014,NA,2019/03/15 00:00:00+00,2024/03/15 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.valdaregos.pt,reservas@valdaregos.pt,"Lugar da Senhora da Piedade, São Romão de Arêgos",4660-406,São Romão de Aregos,"41,0919264544231 ; -7,9898508737768",Fiavel,União das freguesias de Anreade e São Romão de Aregos,Resende,Viseu,Tâmega e Sousa,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4567
8790108,5.56298828125,8.37198499805553,4569,Parque de Campismo de Vila Chã,"PARQUE DE CAMPISMO SOL DE VILA CHÃ, Lda","PARQUE DE CAMPISMO SOL DE VILA CHÃ, Lda",ParqueCampismo/Caravanismo,3,0,0,0,0,0,0,480,NaoIntegra,,Não,Não,0,Não,,0,NA,2018/11/20 00:00:00+00,2023/11/20 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.campingvilacha.com,info@campingvilacha.pt,"Rua do Sol, 150 Vila Chã - Vila do Conde",4485-722,Vila Chã Vcd,"41,2984790543837 ; -8,73249721799003",Fiavel,Vila Chã (Vila do Conde),Vila do Conde,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,POC Caminha - Espinho,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,4569
8790109,5.4912109375,8.31779859081884,457,Casa do Terrenho,CASA DO TERRENHO - EMPREENDIMENTOS TURISTICOS LDA,CASA DO TERRENHO - EMPREENDIMENTOS TURISTICOS LDA,CasaDeCampo,0,6,12,5,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2008,NA,2015/05/18 00:00:00+00,2020/05/18 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadoterrenho.com,casadoterrenho@gmail.com,Largo da Aldeia Nova - Terrenho,6420-631,Terrenho,"40,868639415 ; -7,35452788789624",Fiavel,"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho",Trancoso,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,457
8790110,5.616455078125,8.4124069395707,4571,Hotel Termas,CELINA NOBRE ALVES,CELINA NOBRE ALVES,Hotel,2,11,22,11,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de estar; Sala de Pequenos-almoços",1992,Sim,2014/06/19 00:00:00+00,2019/06/19 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hoteltermas.pt,celina.nobre@sapo.pt,"Rua do Tabolado, Edifício Caldas, Bloco 7, 1º",5400-524,Chaves,"41,7376486893732 ; -7,46937130222012",Fiavel,Santa Maria Maior (Chaves),Chaves,Vila Real,Alto Tâmega,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,4571
8790111,5.2265625,8.11424796765148,4572,Herdade da Carapuça,"ETM, Lda.","ETM, Lda.",CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/05/31 00:00:00+00,2024/05/31 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,emiliotmoreira@mail.com,Herdade da Carapuça,7300-000,Portalegre,"39,1573592682659 ; -7,40823430168127",Fiavel,Urra,Portalegre,Portalegre,Alto Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4572
8790112,5.70849609375,8.48019548158406,4573,Casa das Pesqueiras,MARIA LUISA RODRIGUES DOMINGUES,MARIA LUISA RODRIGUES DOMINGUES,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/02/12 00:00:00+00,2024/02/12 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadaspesqueiras.com,info@casadaspesqueiras.com,Lugar das Granjas,4960-180,Paços Mlg,"42,1315518478458 ; -8,22220260522827",Fiavel,União das freguesias de Chaviães e Paços,Melgaço,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2019/07/18 00:00:00+00,Sim,4573
8790113,4.921875,7.87483428658929,4575,Hotel Riomar,AMIN E HAVADGY LDA,AMIN E HAVADGY LDA,Hotel,3,39,56,31,8,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de pequenos-almoços,1965,Por reconverter,,,Não,,Não,Não,Não,,Não,,Não,,Não,,hotelriomar@sapo.pt,"Rua Cândido dos Reis, 83",8600-681,Lagos,"37,100886537026 ; -8,6728901751373",Fiavel,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POC Odeceixe - Vilamoura,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,4575
8790114,5.037109375,7.96771784648071,4576,Cabeça da Cabra Casa de Campo,CASAS DA ESCOLA TURISMO LDA,CASAS DA ESCOLA TURISMO LDA,CasaDeCampo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2020/05/13 00:00:00+00,2025/05/13 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.cabecadacabra.com,acabecadacabra@gmail.com,Antiga Escola Primária da Cabeça da Cabra,7520-409,Porto Covo,"37,826930643943 ; -8,74420689962055",Fiavel,Porto Covo,Sines,Setúbal,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,Não abrangido,Não abrangido,Rede Natura 2000 (Global),Costa Sudoeste,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/07/18 00:00:00+00,Não,4576
8790115,5.6298828125,8.42174074139272,4578,Quinta de Padreiro,Susana Maria A. P. Gonçalves,Escapeaway gestão turística lda,Agroturismo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,NA,2019/01/22 00:00:00+00,2024/01/22 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.quintadepadreiro.com,quintadepadreiro@gmail.com,Carvalhal Padreiro (Salvador),4970-500,Padreiro (Salvador),"41,8077671922745 ; -8,48144796846257",Fiavel,União das freguesias de Padreiro (Salvador e Santa Cristina),Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,,Sim,4578
8790116,5.517578125,8.33732998420323,458,Quinta de Marrocos,CESAR AUGUSTO CORREIA DE SEQUEIRA,CESAR AUGUSTO CORREIA DE SEQUEIRA,Agroturismo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1992,NA,2014/07/08 00:00:00+00,2019/07/08 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,info@quintademarrocos.com,Estrada Nacional 222,5100-840,Valdigem,"41,1499852060385 ; -7,75975318644061",Fiavel,União das freguesias de Parada do Bispo e Valdigem,Lamego,Viseu,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Limite POAAP - Régua e Carrapatelo,Alto Douro Vinhateiro,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Sim,458
8790117,5.30126953125,8.17168624736801,4580,Vila Portuguesa,VASCO MANUEL PIRES FERNANDES,VASCO MANUEL PIRES FERNANDES,CasaDeCampo,0,9,18,9,0,0,0,0,NaoIntegra,,Não,Não,0,Sim, ,1014,NA,2018/11/28 00:00:00+00,2023/11/28 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,crodense@mail.telepac.pt,Rua Pesqueiras N.33,6030-233,Vila Velha de Ródão,"39,6531058699546 ; -7,67306360235777",Fiavel,Vila Velha de Ródão,Vila Velha de Ródão,Castelo Branco,Beira Baixa,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4580
8790118,5.59326171875,8.39390243779708,4583,Quinta do Minhoto,David & Patricío Fernandes Lda,David & Patricío Fernandes Lda,CasaDeCampo,0,2,4,0,2,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2014/04/15 00:00:00+00,2019/04/15 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,quintadominhoto.com,quintadominhoto@gmail.com,Rua de Paçô nº 107 - Fornelos,4820-421,Fornelos Faf,"41,468539881957 ; -8,18227968069714",Fiavel,Fornelos,Fafe,Braga,Ave,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4583
8790119,5.46142578125,8.29574283351418,4584,Casas de Igarei,Maria José Morgado dos Santos,Maria José Morgado dos Santos,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Sim,12,Não, ,2009,NA,2018/06/25 00:00:00+00,2023/06/25 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadeigarei.com,maria.tondela@sapo.pt,"Rua Direita, nº 3",3670-172,Queirã,"40,68608459347 ; -8,04116274296905",Fiavel,Queirã,Vouzela,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/05/26 00:00:00+00,Sim,4584
8790120,5.607177734375,8.40427716180507,4585,Casa do Olival,Carlos Fernando Cunha,ANDREA CUNHA UNIPESSOAL LDA,CasaDeCampo,0,6,8,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2013,NA,2018/03/07 00:00:00+00,2023/03/07 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,geral@cunhaereis.pt,"Lugar de Vale Pradinhos, s/n",5340-422,Sesulfe,"41,556735851379 ; -7,00157059123236",Fiavel,Sezulfe,Macedo de Cavaleiros,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4585
8790121,2077.5869140625,181.6424569587,4586,Balealspot,Patrícia Santos Carreira,"BALEALSPOT, UNIPESSOAL LDA",Hotel,2,18,36,18,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Restaurante; Terraços; Piscina",2014,Sim,2020/11/27 00:00:00+00,2025/11/27 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,http//www.balealspot.com,luismlnroque@hotmail.com,"Av do mar, nº 109 baleal",2520-101,Ferrel,"39,3712251762817 ; -9,33198915144023",Fiavel,Ferrel,Peniche,Leiria,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Rede Natura 2000 (Global),Peniche/Santa Cruz,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Oeste e Vale do Tejo,POC Alcobaça - Cabo Espichel,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2020/12/10 00:00:00+00,Não,4586
8790122,5.150634765625,8.05545754743301,4587,Monte da Malhada,TIFFANY AGRICOLA SOCIEDADE AGRICOLA E AGRO TURIST,TIFFANY AGRICOLA SOCIEDADE AGRICOLA E AGRO TURIST,Agroturismo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Sim,30,Não, ,2009,NA,2019/08/07 00:00:00+00,2024/08/07 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.hrb.com.pt,herdaderibeiradeborba@gmail.com,Herdade Ribeira de Borba,7160-101,Ciladas,"38,7833420510502 ; -7,3667869501746",Fiavel,Ciladas,Vila Viçosa,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,4587
8790123,9043.93994140625,438.822535004115,4588,Meliá Lisboa Aeroporto,HOTTI - AEROPORTO HOTEL S A,HOTTI - AEROPORTO HOTEL S A,Hotel,4,167,336,165,0,2,0,0,NaoIntegra,,Não,Sim,850,Sim,"Bar; Restaurante; Sala de Reuniões; Piscinas exteriores de adultos e crianças",2014,Sim,2019/08/09 00:00:00+00,2024/08/09 00:00:00+00,Não,,Não,Não,Sim,CERTIFICAÇÃO ENERGÉTICA,Sim,HACCP,Sim,"CERTIFICAÇÃO DOS ELEVADORES
CERTIFICAÇÃO PORTAS CORTA FOGO
",Não,www.melialisboaaeroporto.com,geral@hotihoteis.com,"Rua C, Número 2, Aeroporto Internacional de Lisboa",1749-125,Lisboa,"38,7703181118054 ; -9,12505644641786",Fiavel,Olivais,Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Área Metropolitana de Lisboa,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/02/04 00:00:00+00,Sim,4588
8790124,5.49267578125,8.31823047281653,4589,Casa da Cisterna,Ana Berliner,CISTERNA - UNIPESSOAL LDA,CasaDeCampo,0,4,8,3,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2004,NA,2011/06/15 00:00:00+00,2015/06/15 00:00:00+00,NA,,Não,Sim,Não,,Não,,Não,,Não,,info@casadacisterna.com,R. da Cadeia nº 7,6440-031,Castelo Rodrigo,"40,8767606145935 ; -6,96468070354925",Fiavel,Castelo Rodrigo,Figueira de Castelo Rodrigo,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Aldeias Históricas,Não,Não,2019/07/18 00:00:00+00,Sim,4589
8790125,5.60107421875,8.40201259925488,459,Agrinho - Suites & Spa,"Agrinho - Suites & Spa, Lda","Agrinho - Suites & Spa, Lda",Agroturismo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Piscina exterior; Campo de ténis",1998,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,www.agrinho.com,agrinho@agrinho.com,Rua Nº 1 CCI 101 - Assento,4845-040,Valdosende,"41,6549415825935 ; -8,21194528496215",Fiavel,Valdosende,Terras de Bouro,Braga,Cávado,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Limite POAAP - Caniçada,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,,Sim,459
8790126,5.491943359375,8.31817345198928,4590,Casa Mikwéh,Ana Berliner,CISTERNA - UNIPESSOAL LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2006,NA,2011/06/15 00:00:00+00,2015/06/15 00:00:00+00,NA,,Não,Sim,Não,,Não,,Não,,Não,,info@casadacisterna.com,R da Cadeia nº5,6440-031,Castelo Rodrigo,"40,8763859997321 ; -6,96474166701618",PoucoFiavel,Castelo Rodrigo,Figueira de Castelo Rodrigo,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Aldeias Históricas,Não,Não,,Não,4590
8790127,5.492431640625,8.31815629134821,4591,Casa de Rocamador,Ana Berliner,CISTERNA - UNIPESSOAL LDA,CasaDeCampo,0,4,8,3,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,,info@casadacisterna.com,Lgº Igreja,6440-031,Castelo Rodrigo,"40,8763390003033 ; -6,96422500001493",PoucoFiavel,Castelo Rodrigo,Figueira de Castelo Rodrigo,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Aldeias Históricas,Não,Não,,Não,4591
8790128,5.59716796875,8.39610774155973,4592,casas de campo herdade ribeiros,Fernando Gabriel Barros silva Machado,CASAS DE CAMPO HERDADE RIBEIROS UNIP.LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2014/05/14 00:00:00+00,2019/05/14 00:00:00+00,NA,,Não,Não,Sim,B,Não,,Não,,Não,www.cchr-turismorural.pt,reservas@cchr-turismorural.pt,lugar da herdade ribeiros,4820-635,Ribeiros,"41,4859121407257 ; -8,11928684365014",Fiavel,Ribeiros,Fafe,Braga,Ave,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4592
8790129,5.452392578125,8.28794482579759,46,Casa do Brigadeiro,Fernando Manuel de Almeida Pereira,Fernando Manuel de Almeida Pereira,TurismoDeHabitacao,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1992,NA,2022/03/04 00:00:00+00,2027/03/04 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,casadobrigadeiro.com.sapo.pt,casabrigadeiro@sapo.pt,Largo José Maria Pires,6360-510,Lajeosa do Mondego,"40,6264307134557 ; -7,33729604044136",Fiavel,Lajeosa do Mondego,Celorico da Beira,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Serra da Estrela,Serra da Estrela,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,46
8790130,5.229736328125,8.1178884397918,460,casa.ana.pestana,ANA MARGARIDA ARRIETA DE MENDONÇA PESTANA,ANA MARIA DA SILVA AZEVEDO,Agroturismo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2005,NA,2018/07/04 00:00:00+00,2023/07/04 00:00:00+00,NA,,Sim,Não,Não,,Não,,Não,,Não,,casaanapestana@sapo.pt,Reveladas.caixa-9,7330-336,São Salvador da Aramenha,"39,3327833227921 ; -7,37987766662601",Fiavel,São Salvador da Aramenha,Marvão,Portalegre,Alto Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Parque Natural - Serra de Sao Mamede,São Mamede,São Mamede,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,460
8790131,5.39990234375,8.247965522382,4602,Casa das Lages,Cabeça de casal da Herança de Maria dos Anjos Mendes Pinto,GINA MARIA PINTO DE BRITO,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1992,NA,2022/04/27 00:00:00+00,2027/04/27 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,casadaslages@hotmail.com,Rua das Lages,6270-012,Alvoco da Serra,"40,2958794235403 ; -7,6709336635796",Fiavel,Alvoco da Serra,Seia,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Parque Natural - Serra da Estrela,Rede Natura 2000 (Global),Serra da Estrela,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Aldeias de Montanha,Não,Não,2019/07/18 00:00:00+00,Não,4602
8790132,5.587890625,8.39066663467204,4603,Casa de Docim,MARIA SALOMÉ DA SILVA MENDES DE OLIVEIRA MELO E OUTROS,CASA DE DOCIM - TURISMO RURAL LDA,CasaDeCampo,0,5,12,4,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/10/10 00:00:00+00,2024/10/10 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadedocim.com,casadedocim@gmail.com,"Rua da Sangiva, n.º 2, Lugar de Docim,",4820-578,Quinchães,"41,4434911415299 ; -8,14795178248537",Fiavel,Quinchães,Fafe,Braga,Ave,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4603
